Linux 4.4.0-53-generic (ip-172-31-14-80) 	01/03/2017 	_x86_64_	(4 CPU)

02:47:04 PM kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
02:47:05 PM   7911112   7487964     48.63     55532   4496488   3614836     23.47   6560788    692656        52
02:47:06 PM   7911112   7487964     48.63     55532   4496488   3614836     23.47   6560788    692656        52
02:47:07 PM   7909896   7489180     48.63     55532   4496488   3614836     23.47   6559848    692656        52
02:47:08 PM   7909964   7489112     48.63     55540   4496488   3614836     23.47   6559684    692656        68
02:47:09 PM   7909964   7489112     48.63     55540   4496488   3614836     23.47   6559724    692656         8
02:47:10 PM   7909964   7489112     48.63     55540   4496488   3614836     23.47   6559736    692656         8
02:47:11 PM   7899712   7499364     48.70     55604   4504684   3614836     23.47   6561120    700412       520
02:47:12 PM   7883232   7515844     48.81     55676   4521368   3614836     23.47   6560776    716912       936
02:47:13 PM   7865764   7533312     48.92     55748   4536916   3614836     23.47   6562552    731696    117664
02:47:14 PM   7848080   7550996     49.04     55820   4551552   3614836     23.47   6566060    745952    323064
02:47:15 PM   7831352   7567724     49.14     55892   4567936   3614836     23.47   6565908    762292    325904
02:47:16 PM   7818160   7580916     49.23     55972   4582348   3614836     23.47   6565480    776144    498532
02:47:17 PM   7804356   7594720     49.32     56044   4597120   3614836     23.47   6565184    790704    644480
02:47:18 PM   7788988   7610088     49.42     56132   4613072   3614836     23.47   6565040    806612    663148
02:47:19 PM   7773860   7625216     49.52     56204   4628320   3614836     23.47   6565192    820952    762988
02:47:20 PM   7757908   7641168     49.62     56284   4643372   3614836     23.47   6566752    835620    851104
02:47:21 PM   7744124   7654952     49.71     56356   4658364   3614836     23.47   6565328    850580    906644
02:47:22 PM   7729780   7669296     49.80     56428   4674440   3614836     23.47   6564208    866496    920404
02:47:23 PM   7716140   7682936     49.89     56500   4689256   3614836     23.47   6562748    880756    980964
02:47:24 PM   7701816   7697260     49.99     56572   4703676   3614836     23.47   6563152    894884   1025288
02:47:25 PM   7682520   7716556     50.11     56668   4720652   3614836     23.47   6566252    911324   1029124
02:47:26 PM   7666840   7732236     50.21     56740   4736176   3614836     23.47   6566892    926728   1059836
02:47:27 PM   7655168   7743908     50.29     56812   4750844   3614836     23.47   6564244    940960   1090232
02:47:28 PM   7640536   7758540     50.38     56884   4765940   3614836     23.47   6563740    955900   1108260
02:47:29 PM   7624052   7775024     50.49     56956   4783152   3614836     23.47   6563260    972324   1112464
02:47:30 PM   7610484   7788592     50.58     57036   4797664   3614836     23.47   6564028    986116   1132680
02:47:31 PM   7593132   7805944     50.69     57124   4812448   3614836     23.47   6567188   1001104   1147884
02:47:32 PM   7576252   7822824     50.80     57196   4828808   3614836     23.47   6567928   1017196   1148448
02:47:33 PM   7556236   7842840     50.93     57268   4843896   3614836     23.47   6571940   1032048   1161888
02:47:34 PM   7542896   7856180     51.02     57340   4857912   3614836     23.47   6571200   1045192   1136220
02:47:35 PM   7528544   7870532     51.11     57412   4873092   3614836     23.47   6570776   1060288   1141576
02:47:36 PM   7513804   7885272     51.21     57492   4888360   3614836     23.47   6570572   1075636   1143356
02:47:37 PM   7498308   7900768     51.31     57564   4902700   3614836     23.47   6571736   1089228   1150428
02:47:38 PM   7482904   7916172     51.41     57652   4916944   3614836     23.47   6572128   1103316   1157420
02:47:39 PM   7469364   7929712     51.49     57724   4932828   3614836     23.47   6568848   1118840   1159792
02:47:40 PM   7454076   7945000     51.59     57804   4949212   3614836     23.47   6567708   1134492   1162472
02:47:41 PM   7440468   7958608     51.68     57876   4964356   3614836     23.47   6567220   1149332   1167852
02:47:42 PM   7424784   7974292     51.78     57948   4979264   3614836     23.47   6568364   1164176   1171812
02:47:43 PM   7407316   7991760     51.90     58020   4996280   3614836     23.47   6568560   1180756   1173284
02:47:44 PM   7396736   8002340     51.97     58052   5002700   3614836     23.47   6572460   1187440    985520
02:47:45 PM   7392088   8006988     52.00     58060   5007112   3614836     23.47   6573144   1191620    869408
02:47:46 PM   7386972   8012104     52.03     58076   5010668   3614836     23.47   6574356   1195000    771372
02:47:47 PM   7385092   8013984     52.04     58092   5012024   3614836     23.47   6575708   1196340    663388
02:47:48 PM   7381676   8017400     52.06     58100   5015080   3614836     23.47   6575864   1199120    546120
02:47:49 PM   7375844   8023232     52.10     58116   5020868   3614836     23.47   6575876   1204608    482272
02:47:50 PM   7375284   8023792     52.11     58132   5021596   3614836     23.47   6575196   1205424    368044
02:47:51 PM   7374508   8024568     52.11     58148   5022692   3614836     23.47   6574620   1206508    276368
02:47:52 PM   7374084   8024992     52.11     58156   5023848   3614836     23.47   6573412   1207856    155768
02:47:53 PM   7374944   8024132     52.11     58236   5027752   3614836     23.47   6569748   1211336     76516
02:47:54 PM   7360000   8039076     52.20     58308   5043244   3614836     23.47   6568872   1226228    233396
02:47:55 PM   7343556   8055520     52.31     58388   5059128   3614836     23.47   6569500   1241964    335520
02:47:56 PM   7326996   8072080     52.42     58460   5075332   3614836     23.47   6569604   1258044    429316
02:47:57 PM   7308464   8090612     52.54     58532   5091088   3614836     23.47   6573368   1272844    597156
02:47:58 PM   7290472   8108604     52.66     58588   5103476   3614836     23.47   6577560   1285332    638264
02:47:59 PM   7284584   8114492     52.69     58612   5109716   3614836     23.47   6578188   1291404    485924
02:48:00 PM   7281528   8117548     52.71     58628   5112708   3614836     23.47   6578196   1294584    428592
02:48:01 PM   7280200   8118876     52.72     58644   5113788   3614836     23.47   6578020   1295424    308792
