Linux 4.4.0-53-generic (ip-172-31-14-80) 	01/03/2017 	_x86_64_	(4 CPU)

12:58:18 PM kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
12:58:19 PM  11721832   3677244     23.88     98884   3264500    972512      6.32   2355668   1124108        24
12:58:20 PM  11721832   3677244     23.88     98884   3264500    972512      6.32   2355668   1124108        24
12:58:21 PM  11721832   3677244     23.88     98884   3264500    972512      6.32   2355668   1124108        48
12:58:22 PM  11721816   3677260     23.88     98884   3264500    972512      6.32   2355668   1124108        48
12:58:23 PM  11721816   3677260     23.88     98884   3264500    972512      6.32   2355668   1124108        48
12:58:24 PM  11721816   3677260     23.88     98884   3264504    972512      6.32   2355708   1124112        48
12:58:25 PM  11721816   3677260     23.88     98884   3264504    972512      6.32   2355708   1124112        72
12:58:26 PM  11721544   3677532     23.88     98888   3264500    972512      6.32   2355708   1124112        72
12:58:27 PM  11718192   3680884     23.90     98916   3264492    972512      6.32   2355212   1124056      2552
12:58:28 PM  11716484   3682592     23.91     98952   3264492    972512      6.32   2356476   1124056      5084
12:58:29 PM  11717988   3681088     23.90     98980   3264496    972512      6.32   2355176   1124052      6996
12:58:30 PM  11716160   3682916     23.92     99012   3264496    972512      6.32   2356188   1124052      9844
12:58:31 PM  11718544   3680532     23.90     99044   3264492    972512      6.32   2354716   1124048     12268
12:58:32 PM  11716100   3682976     23.92     99056   3264504    972512      6.32   2356168   1124048     14596
12:58:33 PM  11718140   3680936     23.90     99088   3264496    972512      6.32   2354888   1124048     17096
12:58:34 PM  11715612   3683464     23.92     99124   3264496    972512      6.32   2356324   1124048     19920
12:58:35 PM  11718528   3680548     23.90     99152   3264488    972512      6.32   2354664   1124048     22372
12:58:36 PM  11716176   3682900     23.92     99192   3264492    972512      6.32   2356412   1124048     25248
12:58:37 PM  11722344   3676732     23.88     99212   3264504    972512      6.32   2353852   1124048      4392
12:58:38 PM  11716440   3682636     23.91     99240   3264496    972512      6.32   2356136   1124048      3104
12:58:39 PM  11715836   3683240     23.92     99276   3264492    972512      6.32   2356796   1124048      5748
12:58:40 PM  11716292   3682784     23.92     99308   3264496    972512      6.32   2356472   1124048      8664
12:58:41 PM  11716256   3682820     23.92     99316   3264504    972512      6.32   2356812   1124048     11072
12:58:42 PM  11716412   3682664     23.91     99344   3264496    972512      6.32   2356264   1124048     14064
12:58:43 PM  11715784   3683292     23.92     99364   3264496    972512      6.32   2356756   1124048     16828
12:58:44 PM  11716940   3682136     23.91     99388   3264500    972512      6.32   2356200   1124048     19380
12:58:45 PM  11716220   3682856     23.92     99424   3264496    972512      6.32   2356264   1124048     21696
12:58:46 PM  11716060   3683016     23.92     99464   3264496    972512      6.32   2356316   1124048     24520
12:58:47 PM  11715880   3683196     23.92     99496   3264492    972512      6.32   2356728   1124048     26860
12:58:48 PM  11716736   3682340     23.91     99524   3264496    972512      6.32   2355836   1124048     29540
12:58:49 PM  11716592   3682484     23.91     99572   3264492    972512      6.32   2355848   1124048     32428
12:58:50 PM  11717040   3682036     23.91     99608   3264496    972512      6.32   2356420   1124048     35040
12:58:51 PM  11717044   3682032     23.91     99628   3264492    972512      6.32   2356112   1124048     37596
12:58:52 PM  11717428   3681648     23.91     99656   3264500    972512      6.32   2355964   1124048     40316
12:58:53 PM  11717096   3681980     23.91     99688   3264500    972512      6.32   2355768   1124048     43044
12:58:54 PM  11717912   3681164     23.91     99708   3264508    972512      6.32   2355964   1124048     45272
12:58:55 PM  11717368   3681708     23.91     99748   3264492    972512      6.32   2355804   1124048     48120
12:58:56 PM  11717680   3681396     23.91     99784   3264496    972512      6.32   2356100   1124044     50824
12:58:57 PM  11718740   3680336     23.90     99816   3264500    972512      6.32   2355784   1124044     41492
12:58:58 PM  11716296   3682780     23.92     99824   3264508    972512      6.32   2356788   1124044     25320
12:58:59 PM  11715184   3683892     23.92     99832   3264508    972512      6.32   2358060   1124044      8868
12:59:00 PM  11721436   3677640     23.88     99848   3264508    972512      6.32   2354292   1124044      1716
12:59:01 PM  11718096   3680980     23.90     99892   3264496    972512      6.32   2355904   1124040      4624
12:59:02 PM  11717952   3681124     23.90     99920   3264504    972512      6.32   2355784   1124040      7400
12:59:03 PM  11719064   3680012     23.90     99948   3264500    972512      6.32   2355292   1124040     10340
12:59:04 PM  11718368   3680708     23.90     99976   3264512    972512      6.32   2355784   1124040     13396
12:59:05 PM  11719204   3679872     23.90    100008   3264504    972512      6.32   2355612   1124040     16512
12:59:06 PM  11718156   3680920     23.90    100040   3264508    972512      6.32   2355532   1124040     18532
12:59:07 PM  11719456   3679620     23.90    100068   3264500    972512      6.32   2355296   1124040     21328
12:59:08 PM  11718780   3680296     23.90    100112   3264500    972512      6.32   2355936   1124040     24584
12:59:09 PM  11713964   3685112     23.93    100148   3264512    972512      6.32   2358540   1124040     27136
12:59:10 PM  11714412   3684664     23.93    100176   3264500    972512      6.32   2357860   1124040     29700
12:59:11 PM  11714140   3684936     23.93    100204   3264508    972512      6.32   2358352   1124040     33072
12:59:12 PM  11714716   3684360     23.93    100228   3264512    972512      6.32   2358132   1124040     35088
12:59:13 PM  11714244   3684832     23.93    100260   3264508    972512      6.32   2357948   1124040     38212
12:59:14 PM  11714492   3684584     23.93    100292   3264504    972512      6.32   2358276   1124040     41128
12:59:15 PM  11713876   3685200     23.93    100328   3264508    972512      6.32   2358000   1124040     43824
12:59:16 PM  11714500   3684576     23.93    100356   3264504    972512      6.32   2358096   1124040     46460
