Linux 4.4.0-53-generic (ip-172-31-14-80) 	01/03/2017 	_x86_64_	(4 CPU)

10:55:09 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:55:10 AM     all      0.00      0.00      0.25      2.49      0.00     97.26
10:55:11 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:55:12 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:55:13 AM     all      0.25      0.00      0.00      0.00      0.00     99.75
10:55:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:55:15 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
10:55:16 AM     all      0.25      0.00      0.25      0.00      0.00     99.50
10:55:17 AM     all      6.51      0.00      2.60      0.52      0.26     90.10
10:55:18 AM     all     21.18      0.00      5.63      0.80      0.54     71.85
10:55:19 AM     all     22.34      0.00      3.72      1.06      0.00     72.87
10:55:20 AM     all     20.83      0.00      5.73      1.04      0.00     72.40
10:55:21 AM     all     20.58      0.00      5.54      0.79      0.53     72.56
10:55:22 AM     all     23.24      0.00      3.66      1.04      0.00     72.06
10:55:23 AM     all     21.09      0.00      5.47      1.04      0.26     72.14
10:55:24 AM     all     21.41      0.00      4.96      1.04      0.26     72.32
10:55:25 AM     all     23.48      0.00      3.43      0.79      0.00     72.30
10:55:26 AM     all     21.43      0.00      4.50      1.06      0.26     72.75
10:55:27 AM     all     21.58      0.00      4.74      1.32      0.26     72.11
10:55:28 AM     all     20.27      0.00      5.33      1.07      0.00     73.33
10:55:29 AM     all     21.32      0.00      4.47      1.32      0.53     72.37
10:55:30 AM     all     19.69      0.00      6.82      1.05      0.00     72.44
10:55:31 AM     all     20.68      0.00      5.50      1.05      0.26     72.51
10:55:32 AM     all     20.37      0.00      5.29      1.32      0.26     72.75
10:55:33 AM     all     21.41      0.00      4.96      1.57      0.00     72.06
10:55:34 AM     all     21.22      0.00      4.51      0.80      0.27     73.21
10:55:35 AM     all     21.52      0.00      4.72      1.05      0.26     72.44
10:55:36 AM     all     21.16      0.00      5.03      0.79      0.26     72.75
10:55:37 AM     all     16.75      0.00      4.45      9.42      0.26     69.11
10:55:38 AM     all      4.09      0.00      1.02     24.55      0.00     70.33
10:55:39 AM     all      0.25      0.00      0.00     24.31      0.25     75.19
10:55:40 AM     all      2.28      0.00      0.51     25.06      0.25     71.90
10:55:41 AM     all      0.00      0.00      0.00     24.69      0.00     75.31
10:55:42 AM     all      0.00      0.00      0.25     24.56      0.25     74.94
10:55:43 AM     all      0.00      0.00      0.00     24.69      0.00     75.31
10:55:44 AM     all      0.00      0.00      0.25     24.37      0.25     75.13
10:55:45 AM     all      0.00      0.00      0.00     24.69      0.00     75.31
10:55:46 AM     all      0.00      0.00      0.00     24.43      0.25     75.31
