Linux 4.4.0-53-generic (ip-172-31-14-80) 	01/03/2017 	_x86_64_	(4 CPU)

12:31:08 PM kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
12:31:09 PM  11768856   3630220     23.57     58556   3263972    957452      6.22   2312164   1124784        72
12:31:10 PM  11768856   3630220     23.57     58556   3263972    957452      6.22   2312164   1124784        72
12:31:11 PM  11768840   3630236     23.57     58560   3263972    957452      6.22   2312168   1124784        72
12:31:12 PM  11768856   3630220     23.57     58560   3263976    957452      6.22   2312168   1124784        92
12:31:13 PM  11768856   3630220     23.57     58560   3263976    957452      6.22   2312168   1124784        88
12:31:14 PM  11768856   3630220     23.57     58560   3263976    957452      6.22   2312168   1124784        88
12:31:15 PM  11766452   3632624     23.59     58568   3263968    957452      6.22   2310744   1124784      2572
12:31:16 PM  11763692   3635384     23.61     58576   3263968    957452      6.22   2311632   1124716      8368
12:31:17 PM  11763036   3636040     23.61     58612   3263940    957452      6.22   2312268   1124700      7776
12:31:18 PM  11758972   3640104     23.64     58692   3263928    957452      6.22   2316716   1124700     14640
12:31:19 PM  11760548   3638528     23.63     58720   3263968    957452      6.22   2314604   1124696     22076
12:31:20 PM  11756184   3642892     23.66     58740   3263956    957452      6.22   2319428   1124696     30380
12:31:21 PM  11761688   3637388     23.62     58820   3263928    957452      6.22   2313984   1124696     37996
12:31:22 PM  11757860   3641216     23.65     58884   3263936    957452      6.22   2317480   1124696     31620
12:31:23 PM  11762528   3636548     23.62     58964   3263928    957452      6.22   2313196   1124696     32648
12:31:24 PM  11757356   3641720     23.65     59028   3263944    957452      6.22   2318216   1124696     41216
12:31:25 PM  11763284   3635792     23.61     59052   3263960    957452      6.22   2312764   1124696     49916
12:31:26 PM  11758156   3640920     23.64     59076   3263960    957452      6.22   2317572   1124696     56640
12:31:27 PM  11763528   3635548     23.61     59100   3263960    957452      6.22   2312780   1124696     64728
12:31:28 PM  11757864   3641212     23.65     59176   3263920    957452      6.22   2317648   1124696     72956
12:31:29 PM  11765172   3633904     23.60     59244   3263932    957452      6.22   2312128   1124696     80188
12:31:30 PM  11759112   3639964     23.64     59324   3263928    957452      6.22   2316536   1124692     88312
12:31:31 PM  11766172   3632904     23.59     59388   3263932    957452      6.22   2311100   1124692     94868
12:31:32 PM  11759640   3639436     23.63     59416   3263952    957452      6.22   2316176   1124692    102204
12:31:33 PM  11766616   3632460     23.59     59456   3263944    957452      6.22   2310904   1124692    109088
12:31:34 PM  11761512   3637564     23.62     59496   3263944    957452      6.22   2314968   1124692    116528
12:31:35 PM  11767016   3632060     23.59     59548   3263936    957452      6.22   2310500   1124692    123592
12:31:36 PM  11761048   3638028     23.62     59612   3263932    957452      6.22   2315152   1124692    131088
12:31:37 PM  11750808   3648268     23.69     59668   3263936    957452      6.22   2324020   1124692    137124
12:31:38 PM  11762488   3636588     23.62     59692   3263968    957452      6.22   2313960   1124692    100976
12:31:39 PM  11762544   3636532     23.62     59692   3263976    957452      6.22   2314132   1124692     87596
12:31:40 PM  11761488   3637588     23.62     59700   3263968    957452      6.22   2315032   1124692     75532
12:31:41 PM  11761420   3637656     23.62     59700   3263976    957452      6.22   2315240   1124692     62496
12:31:42 PM  11761388   3637688     23.62     59700   3263976    957452      6.22   2315276   1124692     49436
12:31:43 PM  11761388   3637688     23.62     59700   3263976    957452      6.22   2315276   1124692     36304
12:31:44 PM  11760396   3638680     23.63     59708   3263984    957452      6.22   2316232   1124696     24016
12:31:45 PM  11760396   3638680     23.63     59708   3263984    957452      6.22   2316268   1124696     10996
12:31:46 PM  11756872   3642204     23.65     59748   3263944    957452      6.22   2318964   1124696      6896
12:31:47 PM  11758568   3640508     23.64     59820   3263936    957452      6.22   2316360   1124684     16112
12:31:48 PM  11753368   3645708     23.67     59892   3263936    957452      6.22   2321980   1124676     13868
12:31:49 PM  11757448   3641628     23.65     59960   3263940    957452      6.22   2317620   1124676     22176
12:31:50 PM  11752712   3646364     23.68     60020   3263956    957452      6.22   2322456   1124676     30784
12:31:51 PM  11758104   3640972     23.64     60096   3263932    957452      6.22   2317424   1124676     40300
12:31:52 PM  11753352   3645724     23.67     60136   3263968    957452      6.22   2322148   1124676     48420
12:31:53 PM  11759384   3639692     23.64     60184   3263956    957452      6.22   2316092   1124676     44348
12:31:54 PM  11760744   3638332     23.63     60220   3263948    957452      6.22   2315680   1124676     35496
12:31:55 PM  11767048   3632028     23.59     60300   3263936    957452      6.22   2310784   1124676     44432
12:31:56 PM  11758572   3640504     23.64     60376   3263928    957452      6.22   2317612   1124672     53596
12:31:57 PM  11767468   3631608     23.58     60440   3263936    957452      6.22   2310764   1124672     60940
12:31:58 PM  11758148   3640928     23.64     60492   3263968    957452      6.22   2317768   1124672     69704
12:31:59 PM  11766312   3632764     23.59     60560   3263932    957452      6.22   2311028   1124672     78224
12:32:00 PM  11756284   3642792     23.66     60632   3263940    957452      6.22   2318584   1124668     85120
12:32:01 PM  11750916   3648160     23.69     60712   3263932    957452      6.22   2324620   1124668     92752
12:32:02 PM  11757056   3642020     23.65     60792   3263932    957452      6.22   2318692   1124668    100760
12:32:03 PM  11750696   3648380     23.69     60848   3263956    957452      6.22   2324292   1124668    107552
12:32:04 PM  11758236   3640840     23.64     60872   3263972    957452      6.22   2317296   1124668    114872
12:32:05 PM  11752188   3646888     23.68     60896   3263968    957452      6.22   2322924   1124668    121216
12:32:06 PM  11758628   3640448     23.64     60920   3263972    957452      6.22   2316824   1124660    128528
